Song ID,ZCR,Energy,Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCC.1,MFCC.2,MFCC.3,MFCC.4,MFCC.5,MFCC.6,MFCC.7,MFCC.8,MFCC.9,MFCC.10,MFCC.11,MFCC.12,MFCC.13,Chroma Vector(CV),CV.1,CV.2,CV.3,CV.4,CV.5,CV.6,CV.7,CV.8,CV.9,CV.10,CV.11,Chroma Deviation,ZCR_SD,Energy_SD,Entropy of Energy_SD,Spectral Centroid_SD,Spectral Spread_SD,Spectral Entropy_SD,Spectral Flux_SD,Spectral Rolloff_SD,MFCC.1_SD,MFCC.2_SD,MFCC.3_SD,MFCC.4_SD,MFCC.5_SD,MFCC.6_SD,MFCC.7_SD,MFCC.8_SD,MFCC.9_SD,MFCC.10_SD,MFCC.11_SD,MFCC.12_SD,MFCC.13_SD,Chroma Vector(CV)_SD,CV.1_SD,CV.2_SD,CV.3_SD,CV.4_SD,CV.5_SD,CV.6_SD,CV.7_SD,CV.8_SD,CV.9_SD,CV.10_SD,CV.11_SD,Chroma Deviation_SD,Tempo Feature1,Tempo Feature2,Valence,Arousal
55,0.1321245951,0.1356744452,0.5772419715,0.1561363581,0.2847666699,0.0367617114,0.2503990902,0.1157228908,0.5333464052,0.7484684332,0.2240560634,0.5689461351,0.5501519328,0.4191498411,0.6687106544,0.6151819516,0.727851842,0.6709234473,0.317014725,0.5282002167,0.6682642119,0.1971610336,0.2577020005,0.1413002108,0.4826008648,0.3078478715,0.3341466249,0.1985062056,0.2586515924,0.2385029168,0.858518112,0.2855186309,0.192434992,0.3607950559,0.1712218511,0.1557351325,0.3160016483,0.4528635784,0.4663403577,0.0550592882,0.2135002266,0.0539755691,0.4931185874,0.3475619765,0.3387422558,0.5990924856,0.2773449579,0.300860001,0.2943466032,0.2282290534,0.2703460127,0.3115817063,0.3064256355,0.2527910297,0.2935219188,0.1633324215,0.3685989093,0.1565326834,0.5512428661,0.299304075,0.3051940126,0.3279911685,0.214285842,0.3012346129,0.7224002538,0.2256837264,0.1942775966,0.3460571724,0.1,0.0768041672,0.3,0.6
56,0.2136424927,0.1066617069,0.6329435502,0.1686250803,0.1546196919,0.2118436239,0.1996566501,0.2842910905,0.5734913827,0.6168585879,0.3617327277,0.5585474345,0.7054847396,0.4625761643,0.430610585,0.6913216371,0.7805835201,0.6836382049,0.275305644,0.5517702188,0.5414703365,0.3541401522,0.3453731583,0.4864990435,0.2480679519,0.246217249,0.3401010751,0.1586463198,0.6809710772,0.1658891085,0.383402592,0.1866859733,0.6092374054,0.4991552064,0.3472796476,0.1277582213,0.3366660293,0.4132787295,0.5903220407,0.4156814197,0.1252097672,0.1835503816,0.3715650099,0.484416147,0.5679361711,0.522763068,0.3558094371,0.517807588,0.6935519722,0.5392620387,0.662674818,0.6876995489,0.5923070702,0.605951958,0.4597194681,0.3399978373,0.6812385784,0.8783061444,0.3642211422,0.2914661252,0.401256932,0.4112869671,0.6452969693,0.2428285402,0.3868600392,0.1759288525,0.6914892504,0.4435283102,0.1,0.2187965274,0.5,-0.4
57,0.1392576955,0.1256228883,0.5874214278,0.2129832697,0.2402701578,0.1441192763,0.1998250241,0.1613786916,0.4811245219,0.7270986967,0.4974441975,0.3970640994,0.5673255069,0.4543446026,0.603740893,0.6841635177,0.5490738094,0.5384034484,0.3915282411,0.5862692067,0.6507044726,0.2808113451,0.4207697619,0.4496073502,0.1828819635,0.3404542026,0.6783137087,0.1564031503,0.3801732932,0.4804137551,0.5289050582,0.2070500176,0.3095338186,0.5342527461,0.2908973581,0.1416948119,0.485497917,0.6673994066,0.6259886507,0.3026420078,0.2101205909,0.1547998233,0.5744834761,0.4360113569,0.7842348453,0.3574270912,0.3856105315,0.4297575395,0.5206924115,0.3900380101,0.4815748751,0.4881110931,0.4973908938,0.4034977102,0.4230374986,0.3011763795,0.7190152791,0.6562960544,0.2736560658,0.4643565068,0.8090952618,0.3421637774,0.2942796826,0.5557063924,0.4744852478,0.1660313074,0.4131767794,0.3929344453,0.28,0.1134905968,0.5,-0.5
58,0.161150026,0.0819704128,0.6688783528,0.0707677621,0.082081969,0.0862204331,0.1966500318,0.2043230496,0.5224314004,0.6659192619,0.3676400024,0.5782946863,0.7075438583,0.5908014077,0.4940934178,0.3601428334,0.4438791848,0.6388776364,0.3912961987,0.385894798,0.5020637489,0.188237192,0.1604972665,0.1040209619,0.2370930894,0.2866776439,0.437315096,0.3420671249,0.4961260466,0.2334537155,0.1867872787,0.5375294232,0.205458559,0.33360957,0.1857089395,0.1148734172,0.4662770188,0.4199894902,0.7790490384,0.1567732368,0.1846898264,0.1226571366,0.4679476372,0.3826907228,0.4724685486,0.3280183648,0.3064101168,0.339714203,0.4460494392,0.259484083,0.3959967909,0.4199098405,0.498310102,0.3811995299,0.2972366396,0.2135904542,0.2179981085,0.1322312428,0.2909877066,0.2898800786,0.5704663483,0.6043897142,0.3470999261,0.2660579854,0.1280346822,0.5674896166,0.2095225366,0.4099698067,0.1428571429,0.2547711635,0.5,-0.3
59,0.1184010115,0.0516345098,0.8172101518,0.0648783137,0.1166069045,0.0551834968,0.1474710648,0.1548053182,0.4403481308,0.7625013786,0.441060278,0.5925504196,0.6011137976,0.4707618627,0.5478221941,0.4479855779,0.3158581774,0.464149261,0.402481529,0.4630602329,0.5522867481,0.3955610039,0.1095157941,0.188534415,0.293844246,0.4865413375,0.2784438172,0.3454839609,0.59691592,0.2024500483,0.1594779986,0.4595062228,0.3743439193,0.4282286807,0.1543697554,0.0450627206,0.1896003337,0.4779768176,0.7626808414,0.0964348668,0.121198798,0.0943773919,0.2796232859,0.3466893185,0.3659209276,0.2184306507,0.1928140009,0.2487930469,0.2331493808,0.150835005,0.2385601863,0.2121924343,0.3649179877,0.2608852066,0.2026422924,0.2783304322,0.1143195039,0.1613261322,0.2953678646,0.4162745012,0.2777278465,0.4417038115,0.2880516018,0.1892518868,0.0409139751,0.3475059086,0.2663882743,0.2669856673,0.2,0.2002097132,0.6,-0.8
60,0.0751014757,0.0857177026,0.5194340953,0.0601872222,0.1179357831,0.0290556192,0.1922947795,0.0870910731,0.4402550114,0.808761405,0.387963833,0.6070069194,0.4586849224,0.4564725674,0.5980432426,0.4229828651,0.3942963316,0.5984955467,0.3535998935,0.2615401266,0.064886153,0.4615373793,0.0687086543,0.2839211157,0.5455223977,0.2552206774,0.2176127894,0.2970750453,0.778705031,0.2044861841,0.6258803888,0.3423546486,0.2784806434,0.3815716837,0.0885428056,0.088692043,0.5303198468,0.6429297837,0.9055146635,0.0549837197,0.1675436058,0.0545384465,0.668725721,0.3193507179,0.3367150217,0.4937415045,0.3008865783,0.1960247428,0.2733513817,0.27128772,0.2493329922,0.2246832246,0.3088215139,0.1595765787,0.3523966324,0.4161186193,0.0833062414,0.2784662666,0.5176589944,0.2457421329,0.2030495251,0.5969892603,0.5743045965,0.2205084201,0.3844063057,0.2190940148,0.3433921005,0.2198578348,0.28,0.0097230561,0.5,-0.1
61,0.2223774887,0.1369845176,0.7724877466,0.145603553,0.0824861542,0.3052609854,0.1566985834,0.3446618379,0.6156119568,0.5749161753,0.6264820891,0.6584226783,0.5658104507,0.1308000727,0.4112145586,0.6848653446,0.447621719,0.8450749634,0.2815542666,0.5229579979,0.6422733329,0.2794625668,0.3831906937,0.1757500213,0.2038782442,0.2479882974,0.3542499527,0.2224410368,0.2212661806,0.1526021264,0.5595406963,0.3731747242,0.1200475415,0.310154382,0.4590215623,0.1847472504,0.3185638197,0.3757380348,0.7106345397,0.4971609269,0.078418992,0.232551032,0.6278757755,0.5961125239,0.4570213497,0.5014440329,0.3240354105,0.358311605,0.4529800844,0.3791937004,0.5049093351,0.4597915068,0.4574200154,0.5794285016,0.5554485715,0.2276613738,0.598370248,0.3244642905,0.235856067,0.295406916,0.364723384,0.4022998601,0.1670855888,0.1712198214,0.3770898445,0.3320906597,0.1420029701,0.1595963316,0.2,0.2244111906,-0.4,0.3
62,0.1787936362,0.1016643583,0.6568255025,0.1521590464,0.1174627816,0.3125356969,0.1860273272,0.2565312066,0.531588344,0.6995375087,0.7740618749,0.363639868,0.6602611704,0.1912353395,0.3918188431,0.5886893557,0.4383419339,0.8181811019,0.2856769346,0.4871367844,0.6102944774,0.5559754043,0.32668767,0.2139367282,0.2755840954,0.3359187488,0.4763759302,0.2365420831,0.2759085759,0.34966795,0.4675652079,0.3213723931,0.1005538933,0.4507589397,0.5058496511,0.1331512137,0.1910505577,0.4060806747,0.6344358508,0.5941266179,0.0900017404,0.2878490059,0.4599958812,0.4647885379,0.3984652955,0.4110416316,0.2461772119,0.312102835,0.4310230781,0.3803398181,0.4440333157,0.4406124531,0.5111466583,0.5627708018,0.5876362542,0.5401320751,0.496332659,0.2570030953,0.4679577467,0.4590242153,0.5956208348,0.4282516723,0.2131785739,0.3936801883,0.4012616267,0.3162084021,0.1245354842,0.2880007008,0.1428571429,0.1391056814,0.2,0.2
63,0.1714089924,0.0548033309,0.7526393623,0.150991355,0.1224256127,0.2913059994,0.0965047079,0.229731938,0.4213693303,0.7078126452,0.8393000965,0.4484251319,0.7604719207,0.4004800988,0.547695286,0.4618315943,0.3401340169,0.6647293043,0.3012660574,0.5831706903,0.6132771615,0.6072106043,0.2826707447,0.2871106485,0.1082968274,0.7519756636,0.2321326231,0.3324805769,0.1905333953,0.182518014,0.2843136841,0.3834232718,0.2036909558,0.526541584,0.3736903014,0.0475622388,0.082840959,0.3167516936,0.6081532906,0.4096142013,0.0308730841,0.2135979903,0.1611397637,0.1234640553,0.1772313453,0.1836909213,0.1372141618,0.1444147376,0.1677108885,0.1631796856,0.2029710352,0.1815104173,0.1981483787,0.2058803677,0.2667278856,0.3441298611,0.3075024792,0.1818208333,0.0414901402,0.5028565394,0.1599097119,0.3663041803,0.1018880239,0.1217531803,0.0866854102,0.1984005672,0.1612398998,0.1590199842,0.1428571429,0.5762901766,0.7,-0.7
64,0.1806797776,0.120908002,0.7179386677,0.1591958265,0.1216926353,0.3042713345,0.1474460124,0.245487682,0.5341683553,0.7133670741,0.8045141857,0.3568648956,0.7553387747,0.2492849289,0.4502290957,0.5349512764,0.4423339241,0.691848251,0.4096874565,0.5146276816,0.5831836606,0.498213908,0.1839257313,0.2038011196,0.2750521177,0.5734076999,0.2079948976,0.2247345194,0.1746997231,0.3593415351,0.4881020151,0.3832281562,0.161720456,0.3943217764,0.4531138137,0.1334955456,0.1267674206,0.3400243008,0.6035412088,0.5169920035,0.0517513683,0.2701329041,0.2916908767,0.211310414,0.2271008405,0.2413949644,0.1505743265,0.2076564141,0.2634310837,0.2187004713,0.2673452159,0.337217348,0.3633185111,0.3756130851,0.3757506318,0.4168968515,0.2762281171,0.1558445379,0.3370055266,0.6080873682,0.1928063346,0.3156058956,0.1092237623,0.3121574839,0.2656112035,0.2641270428,0.1844493942,0.2222048327,0.1428571429,0.3178089219,-0.5,0.3
65,0.0595180356,0.4338858133,0.4768258645,0.0620791574,0.1239270908,0.0241497838,0.3928321205,0.0687334239,0.7416059991,0.7953651453,0.4430742458,0.7411808036,0.617501362,0.356497521,0.3450757644,0.1374063625,0.3537638901,0.6859996087,0.5327759884,0.4855116153,0.4810342483,0.3456090267,0.2892384738,0.0945183195,0.3916823406,0.4339098171,0.5240054097,0.37879824,0.2121230126,0.3330565238,0.6667995653,0.3539267408,0.3234299122,0.5886960329,0.0882703562,0.4768734953,0.4057960146,0.5565810795,0.8951254056,0.0344730928,0.3139502764,0.0425486141,0.2653214635,0.0267424122,0.3517831213,0.194727837,0.169044492,0.3502784645,0.2348879751,0.2086937046,0.4732611361,0.2894064148,0.2643824269,0.2420740068,0.3089284377,0.3269552422,0.5725855715,0.176567369,0.4526502248,0.4853456991,0.5173723757,0.6910968838,0.1262735754,0.3875238812,0.6490090378,0.3079665116,0.4830271236,0.429094177,0.1,0.1466217888,0.5,0.7
66,0.1975822132,0.1201410441,0.796537171,0.1213121653,0.069702083,0.2325246544,0.1384793809,0.2975478948,0.6731331982,0.5780361837,0.5519470882,0.6266061431,0.4626914809,0.0465751754,0.3933453354,0.8704443951,0.5413791308,0.7836188044,0.3244536679,0.4252706872,0.4809566189,0.2434554275,0.4869719384,0.1948075567,0.1490936785,0.2533712588,0.3235735489,0.1341898174,0.268963802,0.1881355664,0.5660180763,0.3506766818,0.1984134216,0.2375434614,0.367145356,0.1391432866,0.1248873593,0.3580563623,0.7447002937,0.3924665549,0.0473690782,0.1983574538,0.3809828648,0.485860716,0.3697404477,0.386023835,0.2669730186,0.2890180609,0.3743235924,0.2987004838,0.4207170455,0.3496015583,0.3896431957,0.5553917076,0.651480389,0.187376385,0.6280217828,0.2653584732,0.1841731858,0.2723512449,0.3623537147,0.2235354775,0.1839834338,0.1851541131,0.4320774414,0.3009568195,0.2440844545,0.1256392616,0.2,0.2165908639,-0.4,0.2
67,0.0974933692,0.2354077757,0.504869342,0.0075663782,0.0410498845,0.0558739745,0.2075322512,0.1498653248,0.7147515995,0.75356067,0.4804255915,0.7793387038,0.501500254,0.4962966449,0.4673198923,0.4449479174,0.5374904946,0.5746393037,0.2363166376,0.3191272192,0.5491379914,0.2957936412,0.1945108211,0.1233623523,0.2987825298,0.4969068483,0.3137011307,0.3053542405,0.1670372339,0.3127780296,0.4584207181,0.5660555979,0.3817130184,0.2875424879,0.1445510224,0.2319806673,0.3264020022,0.4157579805,0.8674532873,0.1028523355,0.1197413645,0.0970114987,0.3334004945,0.3064707537,0.2122472472,0.3008437963,0.0496115517,0.1581944442,0.0812117991,0.1170586614,0.1673181236,0.2939182617,0.2731206589,0.1649636811,0.3106898847,0.2437292706,0.3207726263,0.0956944834,0.3583935057,0.4315107351,0.2872609571,0.6342896785,0.1213994275,0.2929109142,0.2738618259,0.3991270861,0.3819468106,0.2721249051,0.1428571429,0.2582650897,-0.5,0.4
68,0.2905004963,0.1068462837,0.6789326781,0.3394418509,0.2724130452,0.2958195532,0.1304032216,0.3551584392,0.4903140191,0.6387733324,0.5210136399,0.4495148245,0.546594067,0.2826689782,0.3508465981,0.4904840079,0.2576959549,0.5542026713,0.2771249898,0.454180979,0.4081367223,0.4247185322,0.3121967981,0.0643976185,0.2975503156,0.2948758678,0.3126674136,0.1759055216,0.4792754055,0.2539328862,0.3360697515,0.3202217308,0.3383900186,0.2553035394,0.5647393875,0.1138395917,0.3609692614,0.7105477234,0.4765397231,0.5322515194,0.0874023336,0.278291496,0.4211312218,0.4214727908,0.4101654009,0.346469397,0.219170151,0.2951715745,0.3619126416,0.3142775287,0.4121859694,0.4644854277,0.4084209385,0.4570817565,0.330835937,0.4080156296,0.4283316524,0.0800323421,0.2988542959,0.3197106378,0.3354545708,0.258218569,0.3577988482,0.280376956,0.2152811711,0.2177762334,0.337566337,0.2032380217,0.1428571429,0.2841508031,-0.4,0.6
69,0.0521019258,0.1432398118,0.5685531247,0.0658782826,0.1415708419,0.0166958188,0.2081681339,0.053342468,0.4398945064,0.8959878782,0.4243956011,0.534090547,0.4043645867,0.184538027,0.4165076619,0.2549144115,0.1911070532,0.443885957,0.3165380112,0.3607500085,0.3907629423,0.1830633602,0.1978751771,0.262273447,0.298744941,0.4056263043,0.353308272,0.2518735861,0.1385761521,0.3726712671,0.3792927545,0.5794308303,0.2870981727,0.4014984429,0.107075966,0.1641006282,0.5600485577,0.7808115172,0.9572695284,0.0479755831,0.210564126,0.0406839388,0.8620009962,0.6785423624,0.5889111881,0.5646569668,0.2363398161,0.2589192047,0.2226948937,0.1840081155,0.174859678,0.2063148568,0.268023764,0.2159481882,0.2509584732,0.131580898,0.27781913,0.3333050948,0.3506672984,0.4308403088,0.3282350076,0.4176940156,0.1124681782,0.3462423592,0.1342867964,0.3836079826,0.2582720302,0.2489808025,1,0.1976224244,0.4,-0.8
70,0.1323602601,0.4926917876,0.6692329368,0.0907918975,0.0962920445,0.0968288374,0.2739536116,0.1543368803,0.8407108568,0.7373059053,0.34600276,0.5796734809,0.4654284711,0.2505587332,0.420661516,0.2111243434,0.0280430458,0.4080380902,0.1873311044,0.3599280664,0.3065692952,0.2517476173,0.2929857203,0.4072566333,0.138564439,0.2569617631,0.5635835071,0.1352622722,0.277062722,0.2786964166,0.1868824481,0.3135514995,0.2049590247,0.2352556168,0.142637071,0.2818821909,0.2309991094,0.5131400032,0.8648940512,0.0710524865,0.2175860643,0.0600987334,0.1875232305,0.1970236426,0.361254631,0.4452886728,0.1683446648,0.3561193398,0.325240164,0.2790174628,0.3385971199,0.3005212944,0.2753191175,0.2896021108,0.3205521101,0.1965651755,0.4398439975,0.5602579599,0.1164550473,0.2970761169,0.5527456542,0.2378655531,0.2009146384,0.2705751534,0.0500273959,0.2609467933,0.2338969529,0.2681148845,0.0666666667,0.1512356604,-0.5,0.7
71,0.1114715423,0.1187245031,0.636886163,0.0403717438,0.07749139,0.048547767,0.2319734486,0.1422685408,0.6799177685,0.7358193538,0.3945834849,0.7962449769,0.5795789814,0.5109582406,0.44449963,0.5588561317,0.2853444291,0.4087663403,0.3446117393,0.3726860968,0.4955566275,0.3011536655,0.4906505174,0.409074979,0.2785836292,0.2365724166,0.6692571229,0.1560142476,0.28967322,0.2024934509,0.2911317621,0.3972348984,0.1747465829,0.3770358287,0.1324458148,0.0970342515,0.2154348377,0.4606413624,0.8271198003,0.0816805329,0.1809942026,0.0580148158,0.1669033364,0.1617714658,0.2835776998,0.4277271858,0.2513114834,0.345636774,0.3623264107,0.2582897954,0.3601123827,0.3783405414,0.3746384655,0.1916842692,0.2300232651,0.2979435672,0.6902274674,0.4694225968,0.3346674587,0.2497208198,0.6971009034,0.2110176169,0.2199236953,0.204924716,0.2466919546,0.347941881,0.212209387,0.2927488256,0.04,0.0804572661,-0.5,0.7
72,0.2342842067,0.1255656204,0.7367984339,0.1992822317,0.1290961393,0.3378719009,0.137987645,0.3303686774,0.6079843976,0.6437994592,0.8245428415,0.7392169086,0.7353122006,0.4058948066,0.4527562123,0.4344973521,0.2992591463,0.22498194,0.1650860294,0.4126548742,0.4696462329,0.7336816801,0.1099748576,0.4128330358,0.4709549271,0.795985096,0.4515595123,0.1152020686,0.1787447817,0.1436610997,0.1558392492,0.416794154,0.1371483144,0.5630359702,0.5363084781,0.1203358771,0.1582168357,0.324119164,0.5175197334,0.5221850013,0.0795643844,0.2942955507,0.1824811802,0.3202723553,0.3011965601,0.3075285034,0.24457133,0.2888212813,0.4592975489,0.337893844,0.4232755707,0.4132322851,0.4588372677,0.444677797,0.4726641115,0.5713887409,0.1878058,0.4758112218,0.5966451533,0.8636651372,0.4678800105,0.169720579,0.1593552245,0.177983289,0.065792214,0.3555082361,0.1690522153,0.3711252712,0.2,0.302924893,-0.6,0.6
73,0.7176013131,0.0848669337,0.8322271453,0.6303426293,0.2997264124,1,0.0566606443,1,0.6170779598,0.3877974767,0.6381264059,0.3835710581,0.8227133542,0.4219119354,0.3902436647,0.6051389671,0.6588031979,0.2343038919,0.2912448354,0.6591257743,0.3830186573,0.2454580071,0.1725299621,0.2157166062,0.2645168197,0.1742248759,0.2114874174,0.2223067875,0.1981351457,0.0261013129,0.3090032098,0.1702116369,0.0702991143,0.1196725931,0.7983881647,0.1259181904,0.1667251453,0.4981522985,0.3190028246,0.7900443821,0.0864203775,0.4451554115,0.142008959,0.3101114497,0.261247055,0.1683695386,0.1654019917,0.3420683103,0.3618495571,0.4804390888,0.5159528127,0.56240869,0.5515730635,0.5351081245,0.3549908573,0.2511050719,0.293649922,0.3972604808,0.3971562731,0.2356350077,0.2321200425,0.1817663312,0.1482095216,0.0429787054,0.2717802366,0.1429055027,0.0693341522,0.1034149782,0.2,0.4113694537,-0.5,0.5
74,0.0528517968,0.2402961897,0.5705995689,0.0561121526,0.1373613682,0.0069453041,0.3960685016,0.0635790248,0.5699182468,0.8631091577,0.3866220961,0.7129662549,0.7159034059,0.4260275588,0.390496872,0.2721775944,0.6390791271,0.6479747245,0.199223969,0.4040412471,0.584840414,0.3833358862,0.0715062241,0.0882089663,0.5630350992,0.4061731177,0.5170688531,0.2791905729,0.3072065411,0.3206680885,0.7659944948,0.4212888675,0.089207487,0.6064175241,0.1215883872,0.3216046762,0.5613585469,0.7289396018,0.9429490191,0.0207833191,0.3559332322,0.0313477373,0.4252028367,0.4458651369,0.465676307,0.4240222826,0.3254668984,0.4121087043,0.4302198621,0.317410487,0.4714742813,0.5368149086,0.3579933579,0.413917799,0.4406008254,0.4075746264,0.1592680846,0.1271643207,0.9076970662,0.5514003549,0.680082849,0.5305844285,0.3125250695,0.4366365366,0.6678450329,0.3824185818,0.1061505359,0.5428362297,0.04,0.1634742917,0.2,-0.6
75,0.0936044969,0.063091053,0.676975063,0.0251612057,0.0852565257,0.0363240658,0.2054967783,0.1222708747,0.4801940657,0.8131062526,0.3824186273,0.6736711338,0.6946408796,0.4938675743,0.5503906339,0.566559498,0.4244519554,0.7696794216,0.596726024,0.4191452866,0.6222773061,0.2371286405,0.1087760397,0.1260000652,0.3801847462,0.4369696062,0.4292533628,0.2773127883,0.3740621372,0.2264848637,0.3513606306,0.7179312757,0.3542497337,0.3612228367,0.1112574628,0.0573011407,0.3738499131,0.5545182292,0.9081162991,0.0676392951,0.1595609527,0.0467442356,0.4256634123,0.2690801886,0.3301453162,0.3712696814,0.2218353209,0.1812275921,0.42894256,0.2844947045,0.3799402139,0.3490460047,0.3235374213,0.3089182171,0.3017755517,0.2129517871,0.164586382,0.125937768,0.5429833758,0.4878119202,0.4327603196,0.434350688,0.3179310464,0.247975342,0.2348332204,0.4927115544,0.282739358,0.1752481177,0.1428571429,0.0673290485,0.5,-0.4
76,1,0.0701081578,0.6095092879,0.8981352945,1,0.2813370202,0.1356140255,0.3047157627,0.5103845784,0.9255844144,0.4529032734,0.5714545409,0.7982683061,0.1707697291,0.4723852439,0.3029440784,0.4103466786,0.6048819579,0.2870820621,0.4776697802,0.5360321625,0.5582825765,0.1165838285,0.1916343433,0.2593063914,0.6143200758,0.3499488868,0.1888309415,0.2458721211,0.2963657728,0.4378646162,0.5292423745,0.3493988259,0.3468044029,0.7083149017,0.055062699,0.1621608284,0.0435738536,0.0674946367,0.1082243188,0.035530004,0.5490255186,0.2008493255,0.2223934502,0.266440279,0.1514790897,0.094673475,0.1418459732,0.1514626545,0.1638593266,0.3024590345,0.3438974147,0.3878855483,0.3003750332,0.2385335823,0.4068043997,0.1620417544,0.1878605492,0.3860231273,0.6232005437,0.3491778706,0.3116763061,0.1755590692,0.3031933322,0.3464921527,0.3704870202,0.3623411586,0.1457106074,0.1428571429,0.2378925893,-0.3,-0.1
77,0.3976629241,0.175711391,0.7240038162,0.4820312349,0.6714432546,0.1287864303,0.1176920901,0.1122124041,0.6356191645,0.8276517319,0.5227699399,0.751188021,0.7845930319,0.2798599624,0.4727893523,0.4007172364,0.5264810893,0.635797743,0.3106146309,0.4395450769,0.4636787544,0.3377306628,0.2734261758,0.5508045384,0.2898456478,0.3667228707,0.3721622508,0.2420450089,0.1750128366,0.2584147712,0.4658547379,0.5123366018,0.2089565988,0.4191606295,0.2345880636,0.1343843098,0.1198622707,0,0,0.0898713117,0.0367779619,0.056058533,0.1838400275,0.1230633518,0.2252673573,0.1638921913,0.1130643402,0.1902697774,0.1675890596,0.1543536979,0.2438392863,0.2963309887,0.2961481876,0.2561322112,0.2427903996,0.2853905123,0.3551617501,0.6073672251,0.3704571037,0.4196839589,0.3627758217,0.3566574272,0.1119416602,0.273842253,0.3072314149,0.3612886881,0.2124760871,0.2293218447,0.2,0.1781622349,-0.4,0.5
78,0.1776747691,0.2522460188,0.4623909627,0.1519981355,0.135021076,0.0810309749,0.2446434574,0.2121967408,0.610444848,0.6825554052,0.2699553238,0.779351158,0.3636412495,0.2824762548,0.3050046807,0.3019188916,0.2672034444,0.5651876145,0.1263572035,0.3143912842,0.4238928142,0.2584565881,0.0809933748,0.2064334307,0.4619333034,0.3665137066,0.1656545125,0.2259567813,0.4726979946,0.7217680502,0.2052058422,0.4190731147,0.1327815946,0.4287211927,0.2414265069,0.2711409428,0.6346148889,0.4839508665,0.7433154364,0.1063781998,0.187133553,0.1430312844,0.4683575952,0.3373361055,0.4373804502,0.3663722478,0.2455096061,0.3431624174,0.4103088132,0.3043189443,0.3509941028,0.4920889765,0.4528686016,0.4768256678,0.2616661495,0.2502752035,0.1338566319,0.4169296497,0.5495191802,0.5256667667,0.1860854558,0.1810622261,0.3852142474,0.8092414537,0.1645077008,0.3921802676,0.2088286618,0.2745101117,0.04,0.2084740127,0.5,0.6
79,0.1078188654,0.0749928418,0.5843927757,0.1892074354,0.2140270319,0.0539361639,0.1147801567,0.0852344008,0.2860761422,0.84076738,0.3916996126,0.6274590001,0.2426228028,0.0251466315,0.2412737759,0.2032565484,0.5280933193,0.6210566744,0.3449086399,0.3104556792,0.3914984494,0.4131102374,0.0606521394,0.2530337505,0.6557629566,0.2637492343,0.0810771387,0.360301535,0.2960496632,1,0.6576328288,0.3819548619,0.2092751265,0.8735976577,0.3668312334,0.0759117543,0.4512544902,1,0.7470120357,0.1566108304,0.1687348616,0.1455950045,0.7387960321,0.5494786493,0.7346837208,0.4051512828,0.3337574616,0.2658329035,0.4780894507,0.3132228072,0.2490055984,0.3386651039,0.4939008033,0.4343955287,0.2737294706,0.3968546481,0.1052153502,0.3141724622,0.8388527183,0.34777384,0.082266524,0.6152744303,0.2182640324,1,0.490362851,0.3056836182,0.2258227523,0.4308393789,0.4,0.1748598994,0.6,-0.7
80,0.0820750043,0.043417206,0.5034112987,0.0477078001,0.1051006836,0.0224257334,0.2053272229,0.099094116,0.3568034057,0.8194739512,0.386944857,0.7447798208,0.5403966961,0.4391008536,0.582089094,0.3662508873,0.2731593849,0.4636095934,0.2943171903,0.2611571511,0,0.7218569872,0.0698408513,0.207744172,0.6732737007,0.3105464771,0.165862284,0.3058117704,0.7903318436,0.1772483999,0.5002599021,0.2542391902,0.2948357928,0.4278506818,0.1182814726,0.0458015718,0.4861401092,0.6069754545,0.909011408,0.0361522633,0.1648824639,0.0548993327,0.536872503,0.3657845468,0.4577948312,0.4691876476,0.2777821635,0.2732020257,0.3153127172,0.2587956422,0.2446251243,0.2694213299,0.2287059264,0.1363761965,0.2868981309,0.5702392541,0.0901700195,0.2149867365,0.7117630167,0.3069553575,0.1701945819,0.5690962523,0.5946712569,0.1974704604,0.3078037495,0.141850033,0.3555033108,0.2628026459,0.28,0.0401542671,0.1,-0.6
81,0.1275998958,0.073384293,0.4667656565,0.0633446384,0.093116094,0.0457006522,0.2711599909,0.1631792901,0.5462145579,0.7010727157,0.3188439198,0.8123708065,0.5670878491,0.3414370052,0.600977036,0.4696338307,0.2731466114,0.6785826703,0.4570484976,0.4957839073,0.5561186013,0.2497185032,0.1422721816,0.1275314683,0.4303210168,0.6160519191,0.5853567901,0.2063581123,0.7496926293,0.2309356624,0.3486561573,0.5556331444,0.2604794613,0.4424318495,0.1562570794,0.0710321269,0.4607125289,0.5133053295,0.8491132817,0.0781079147,0.1708476235,0.0859221752,0.4542505322,0.2951958741,0.3500765305,0.4484299595,0.2877062754,0.3046085678,0.2717146492,0.2464680466,0.3376963441,0.3844837847,0.3055134635,0.3222109818,0.3481001379,0.3219179047,0.2246150681,0.1948830546,0.5860552791,0.889126742,0.5935842947,0.3498436226,0.5594545077,0.2629129158,0.3470175952,0.5304273253,0.2705108118,0.3931114122,0.1428571429,0.3078614886,0.5,0.8
